id,reviewType,reviewContent,createDate,repurchase,reviewScore,reviewRankingScore,productNo,productName,productOptionContent,createYearMonthDay,createTime
3364518389,NORMAL,배송도 빠르고 매번 사먹는 제품이에여 ~ 너무좋아요 유통기한도 정말 넉넉 하네여!,2022-02-10T12:47:24.083+0000,True,5,-71.674576,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-10,12:47:24
3362606298,NORMAL,"유통기간좋고, 포장 이중으로 안전하게 받았습니다.기존에먹던 제품이 별루여서 새로 구입했어요. 한달후 다시 리뷰하겠습니다",2022-02-08T10:31:36.276+0000,False,4,-71.742905,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-08,10:31:36
3359702814,NORMAL,"요즘앉아있는시간이길어서장건강을위해
프로바이오틱스를먹어보려고검색하다많은
분들이좋다는후기가많아서첫구매를했어요.
다른브랜드제품도먹어왔는데새로운걸먹어보고
싶어서이제품으로구매했어요.
배송빠르고포장도깔끔하고좋았어요.
장건강이좋아지길바래봅니다.",2022-02-04T14:03:40.660+0000,False,5,-71.750465,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-04,14:03:40
3359698851,NORMAL,배송도빠르고포장도안전하게잘되어있어서제품손상이하나도없네요.뭔가궁금해서시겨본제품입니다.프로바이오틱스찾다가이곳제품이맘에들어서구매했는데이제품은덤으로구매했어요.아직먹어보질않아서어떨지기대가되네요.첫인상은굿입니다,2022-02-04T13:58:21.020+0000,False,5,-71.756294,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 06. 낙산균에 쏙 빠지다,2022-02-04,13:58:21
3368838470,NORMAL,"몇번째구매해서먹는 제품인데배송두빠르고 하루한알씩이라먹기두편하고 넘좋아요.
세개구매햇는데 슈퍼프리바이오틱스한달분 서비스로보내주셔서 깜놀!
감사합니다.마니파세요^~~",2022-02-16T07:51:34.868+0000,True,5,-71.7588,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-16,07:51:34
3374300782,AFTER_USE,한달이나되었나요벌써?ㅎㅎ 엄청난효과는아니지만 안먹으면 일주일에 한번가는데 먹고나선 2일~3일 정도에 한번가요ㅎ,2022-02-23T13:57:06.550+0000,False,5,-71.76479,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-23,13:57:06
3367436381,NORMAL,배송이 정말 빨라요 하루만에 도착했어요 포장도 뽁뽁이에 꼼꼼하게 왔고 유통기한도 24년으로 넉넉합니다 알약으로 하나씩 포장되어 있어서 먹기 편리하네요 즐똥굿똥 라이프 기대해 봅니다..!!,2022-02-14T11:55:54.066+0000,False,5,-71.77973,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-14,11:55:54
3359434892,NORMAL,"후기는 귀찮아서 안올리는데 이건올려야겠네요
48세 여성 고약한 뿡뿡이였습니다.평상시 국산 미꾸라지만보다가...허걱
빈속에 섭취후
1일차 수입산미꾸라지 방귀줄어듬
2일차 중국산미꾸라지 
3일차 꼼장어를 보고있습니다..
힘들이지 않고 방귀도 줄고.
국산 수입산 안가리고 유산균은 다 먹어봤는데
500 억이라고하길래 혹시나하고 먹어보니..
500 억의 값어치를 합니다
정말 추천합니다",2022-02-04T09:18:43.654+0000,False,5,-71.78218,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-04,09:18:43
3370307536,NORMAL,늘먹는거예요 5통넘게먹은듯.다른유산균은잘안듣는데이건잘맞는거가태요 가격만좀더착했음좋겠어요,2022-02-18T04:02:36.230+0000,True,5,-71.79296,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-18,04:02:36
3369240667,NORMAL,"흡수되는 유산균 양이 많아서 잘 챙겨먹어요 
확실히 식단관리만 잘하면 효과를 보는 듯해요! 건강한 용변을 보고있어요",2022-02-16T16:44:21.529+0000,False,5,-71.795265,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-16,16:44:21
3373629354,NORMAL,먹기도 편리하고 서비스도 보내주셨네요~ 감사합니다^^ 다먹고 또 구매할께요^^,2022-02-22T23:27:54.687+0000,False,5,-71.7959,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-22,23:27:54
3370938601,NORMAL,"후기가 좋아서 이번에 요걸로 갈아타보려구요~~  개별낱개 포장이라 맘에 들어요
 배송이 진짜 빠르고 좋네요",2022-02-19T01:50:06.082+0000,False,5,-71.798836,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-19,01:50:06
3369697178,NORMAL,"가성비도좋고 장이편해져서  재구매했어요!
여러 유산균 섭취해봤지만 지금까지 먹어본 유산균중에 제일 잘 맞네요.",2022-02-17T08:25:55.592+0000,True,5,-71.798904,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-17,08:25:55
3366199053,NORMAL,오 진짜 배송 빨라여 금요일 오후에 주문했는데 토욜 점심에 왓어요!' 오 !!쿠팡 로켓배송도 시간 제한 잇지않나요 오! 배송빠르기에 우선 감동이고  꼼꼼하게 포장해서 온 것에 만족! 많이 파세요,2022-02-12T14:14:01.968+0000,False,5,-71.799866,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-12,14:14:01
3371965989,NORMAL,유산균고민하다가 구매했어요공복아침에늘챙겨먹는데 복용후 후기남길게요,2022-02-20T12:02:44.883+0000,False,5,-71.79991,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-20,12:02:44
3373021523,NORMAL,재구매했어요 먹기도 편하고 빠른배송 감사합니다,2022-02-22T04:58:42.878+0000,True,5,-71.8123,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-22,04:58:42
3363132998,NORMAL,아랫배의 불쾌감때문에 병원다녀도 원인을몰랐는데 숙변때문인거같아 구입해서 먹기시작한뒤로  그 느낌이 사라졌어요 장이 깨끗해져서 그런가봐요 계속먹어볼랍니다,2022-02-09T02:53:56.714+0000,True,5,-71.81421,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분[1개] 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-09,02:53:56
3369727105,NORMAL,재구매에요 원래 킹프리미엄으로 먹다가 좋아서 재구매이고 이번약은 처음인데 기대돼요ㅎ,2022-02-17T09:03:54.632+0000,True,5,-71.81599,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-17,09:03:54
3369436244,AFTER_USE,몇달째 먹고있는데 저랑은 잘안맞는건지..변비가 나아지지않아요. ㅜㅜ오하려 안먹을땨 롸ㅣ화장실을 더 잘가는거같아요,2022-02-17T02:57:56.368+0000,True,5,-71.81735,5665277772,락토 리얼 포스트바이오틱스 2개월분 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-17,02:57:56
3374641528,NORMAL,장이 좋지 않았는데 하루 이틀만 먹어도 확실히 좋아지더라구용,2022-02-24T04:36:41.660+0000,False,5,-71.822266,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-24,04:36:41
3373957293,NORMAL,배송 꼼꼼히 잘왔어요!ㅎ 먹고 효과가 있으면 좋겠네요ㅎㅎㅎ👍,2022-02-23T07:16:27.183+0000,False,5,-71.82445,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-23,07:16:27
3374111721,NORMAL,에스더 유산균 너무 오래먹엇더니 효과가없는것같아 바꿔봣어요 ㅎㅎ,2022-02-23T10:22:59.803+0000,False,5,-71.82714,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-23,10:22:59
3374180202,NORMAL,배송 빠르고 좋네요! 효과도 좋았으면 좋겠네요^^,2022-02-23T11:40:00.508+0000,False,4,-71.82779,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-23,11:40:00
3365099137,NORMAL,"재구매해서 먹습니다 
여태 먹어본 유산균 보다 배변활동이 좋았습니다 꾸준히 먹어야죠
선물도 주셨네요 
감사합니다",2022-02-11T06:30:25.107+0000,True,5,-71.837395,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-11,06:30:25
3360276376,NORMAL,변비때문에 주문했어요 2달치에요 빨리효과보거 싶은데 하루에2번 먹어도되는지 모르겟네요 먹기편해요 효과는 좀더 지켜봐야겟어요 이제2일째거든요 한달뒤에 또 남겨볼게요,2022-02-05T09:49:44.532+0000,False,4,-71.84209,5665277772,락토 리얼 포스트바이오틱스 500mg x 60캡슐 2개월분(1개) 프로바이오틱스 생유산균 신바이오틱스 모유 프롤린 바이오스틱 임산부,선택: 01. 락토 리얼 포스트바이오틱스 (2개월분),2022-02-05,09:49:44
