,id,reviewScore,createDate,reviewContent
0,3361506341,5,2022-02-07T04:37:07.130+0000,"대용량 가성비로 너무나 좋아요
한알씩 뜯기 힘들어서 가위질을 해야 하지만
포장이 그만큼 꼼꼼하단 거겠지 생각합니다
간약은 부모님께도 드릴 정도로 만족도가 높아요

제가 소화 기관이 약해서 약을 먹으면 종종
손에서 올라오는 경우가 있는데요
이건 그런 게 없어서 편하데 먹을 수 있어요
물론 아침 공복에 먹고 뜀박질하면 올라옵니다
일부러 무리를 하지 않는 이상 소화에는 전혀
부담스럽거나 거북함이 없는 제품이었어요

몸이 좀 가벼워진 느낌이 들고 하루종일 똑같은
일을 하는데도 덜 피곤한 기분이 들었어요
이런저런 약을 먹으면 간 독성이 걱정스러운데
이건 간을 튼튼하게 만들도록 도움을 주는 
제품이라서 미래를 위한 투자라고 생각하고 먹어요"
1,3372185316,4,2022-02-21T00:56:41.504+0000,"배송이 빨랐어요.포장상태도 좋았고요.
유통기한이 아주 넉넉해요.6알씩 개별포장이라 좋았고요.별하나뺀건 아직 먹어보질않아서요. 효과보면 좋겠어요."
2,3369247479,5,2022-02-16T17:25:52.477+0000,"실속포장 제품 가격 할인도 받을 수 있고 좋네요!
가성비 좋아서 꾸준히 구매하여 복용중입니다~"
3,3369883795,5,2022-02-17T12:22:58.657+0000,"신랑이 피곤해해서  밀크씨슬  좋다기에 검색하다  자주 애용하고있는  자연의품격에도  있기에  주문해봤어요.  가격도 저렴하고 낱개포장 되어있어 좋네요.  
늦게 주문한것같은데 다음날 바로 배송왔어요. 번개배송 !! 열심히  먹여보고 또사러 올께요."
4,3361124402,1,2022-02-06T13:53:55.358+0000,"배송된 상태를 보고 너무 화가 났습니다.
그나마 상품이 터져있진 않아서 반품은 안하겠습니다
앞으로는 제대로 검수하고 보내세요!!!!!!!!!!!!!!!!!!!!
제값 다 주고 사면서 너무 기분이 나쁩니다!!!!!!!!!!!
꾸준히 구매한 상품이었는데 아예 다른 제품으로 바꿔 먹어야겠다는 생각이 듭니다!!!
겉면 박스부터 기분 나빴는데 내용물을 보니 더 기분 나쁘더군여!!! 저런 상품을 보낼 거였으면서 완충재는 왜 넣은겁니까!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
5,3371035252,5,2022-02-19T03:36:39.613+0000,"배송 대박이네요. 금요일 저녁 10시경에 입금했는데 토요일 낮 12시 10분경에 받았습니다 ㅋㅋㅋ 주말이라 월요일쯤 생각했는데 엄청 빠르네요.    
때마침 점심식사중이었어서 바로 식후 하나씩 복용했습니다.
배송상태도 걱정했던 리뷰와는 다르게 깔끔하게 도착했고, 유통기한은 각각 23년 9월, 11월로 충분히 넉넉합니다.  오메가3, 밀크시슬 각각 5개월치 시켰는데 어머니랑 같이 먹으면 2달반정도 먹겠네요.  먹어보고 괜찮으면 또 시킬께요 ㅎㅎ"
6,3351588665,5,2022-01-21T05:10:39.768+0000,배송 엄청 빠르고 GNM다른 제품도 먹어봐서 익숙하네요. 콜라겐과 마그네슘은 현재 먹는 중이고 루테인도 먹었었어요. 지인이 GNM밀크씨슬이 좋다고해서 구매해봤어요. 40대에 접어드니 건강보조식품이 하나씩 늘어나는 건 어쩔 수 없나봐요~ 실속형으로 잘 나온거 같으니 열심히 먹어보고 또 구매할께요~
7,3370388000,5,2022-02-18T05:34:41.166+0000,"배송은 주문하고 그다음날에 바로 받았어요!
평소 건강식품이나 약을 안챙겨먹는데요 
요즘 자도자도 피곤함이 밀려와서
지인 추천으로 밀크씨슬이라도 챙겨먹을라고 주문했어요 
효과는 먹은지 아직 일주일정도도 안되서 잘 모르겠고 
한달정도 꾸준히 먹어보고 
후기 남기러 올게요"
8,3361814450,5,2022-02-07T11:25:51.146+0000,요즘 간이 안 좋은지 안그래도 못하는 술을 아예 못하고 있어요. 위층에서 자꾸 찬송가 불러 가지고 술이 땡기지만  유전적으로 술을 잘 못해요. 아무튼  간 건강을 위해 꼬박꼬박 챙겨 먹으려고 잔뜩 구매했습니다. 보기만 해도 마음이 편안해지네요. 꾸준히 먹어보고 한 달 후기 작성해 보겠습니다. 제가 효과 있으면 이 약은 분명 블루 쵸 입니다 제가 효과 있으면 이 약은 분명 불로초 입니다.
9,3371130750,5,2022-02-19T05:43:55.881+0000,"포장도잘해서오고,배송이진짜빨라요ㅎㅎ어제주문했는데오늘낮에배송완료!최고입니다ㅎㅎ그리고,자연의품격밀크씨슬계속먹고있거든요 들고다니기도편하고,먹기도불편하지않고  저는좋은거같아요~^^앞으로도계속섭취할예정입니당~^^ ㅎㅎ"
10,3371066067,5,2022-02-19T04:17:50.789+0000,먹다가 떨어져서 구매했어요~~먹다안먹어서 그런지 피곤해하네요 열심히먹여야겠어용~~
11,3364182107,5,2022-02-10T06:07:26.209+0000,아니.. 저녁 21시에 시켰는데 다음날 점심에 오는 게 가능합니까?? 배송 진짜 빠르네요 ㅋㅋ. 박스를 열었을 때 사은품인가 싶었던 친환경 에어백도 인상적이네요. 한 알씩 개별 포장돼있어서 안전하게 섭취 가능하고 알도 작아서 이것 저것 챙겨먹는 저로선 먹기 너무 편하네요. 역한 냄새도 없어 좋아요. 유통기한도 넉넉하고요. 떨어지면 재구매할게요.
12,3366749052,5,2022-02-13T12:19:44.523+0000,지난번에 구매하고 추가로 구매했는데 역시 총알배송이네요 유통기한도 넉넉해서 오래 먹을 수있을꺼 같아요~ 포장도 개별이라 출장가거나 할때  가져가기 편하네요 남편이 잘 먹어요~~
13,3351594435,5,2022-01-21T05:18:17.531+0000,지인분이 술을 좋아하셔서 이번 명절 선물로 구매했어요. 배송도 빠르고 포장도 잘 되어 있어서 선물하기 딱이네요. 코로나 때문에 사람들 만나기도 쉽지 않은데 주변 분들에게 건강식품 선물이라도 해서 챙겨드리고 싶네요~
14,3360341997,4,2022-02-05T11:00:30.688+0000,다른회사제품들에서도 밀크씨슬 많이봤는데 가격대가쎄서 고민하다가 지인중에 여기꺼먹고 피곤함 많이 개선됬다고들어서 육아체력보충을위해 구매해봤습니다 목넘김좋고 무향이어서 좋아요 작년에선물포장으로구매했던거에비해 포장이조금 아쉽네요
15,3372399886,5,2022-02-21T05:15:25.965+0000,배송 엄청 빠르네요. 유통기한도 괜찮아요. 다른제풍  먹었는데 함 바꿔봤어요
16,3374473115,5,2022-02-24T00:41:12.037+0000,"일단 배송이 정말 빨랐어요.
타사 영양제들 먹고 있었는데 매번 사려니
가격도 좀 부담됐었고 너무 자주 사서
가성비 좋은 제품들 찾다가 지인들이 전부 다
GNM 추천 해주시길래 이번에 구매해서
지금 먹는중인데 밀크씨슬 정말 효과좋아요 b
제가 아침에 일어나서 제대로 일어나질 못하고 몸도 두들겨 맞은거처럼 몸이 너무 아팠었어요
굉장히 찌뿌둥하고 일어나기 힘들었는데 확실히 밀크씨슬 바꾸고나서 효과 제대로 보고있습니다!
죙일 몸을 쓰는 직업이기 때문에 쉽게 피로감을 느끼는데 이거 먹고나서는 진짜 좋아졌어요
앞으로도 계속 구매해서 먹을 예정입니다^_^
좋은 제품 만들어주셔서 넘 감사해요"
17,3362958916,4,2022-02-08T20:56:44.853+0000,"5개월치 두번째 구매에요
제품 자체는 하루 한번 먹으면 되어서 편해요
다만 포장은 호불호가 갈려요
휴대는 편하지만 여분을 보관할때
통이 아닌 박스다보니 공간을 많이 차지해요ㅜㅜ
이런데서 원가 절감한거겠지만
아쉬워서 담에는 나우푸드 쪽 가야하나 고민 중이에요ㅜㅜ"
18,3371184093,4,2022-02-19T06:57:33.092+0000,"요즘 너무 몸이 피곤하고 무기력 하고 술도 자주 마실수밖에 없어서

예전에 먹었던 밀크씨슬이 생각 나서  보는김에

이것저것 검색해본후에 유기농이란것이 좋아보여서

구입하게 되었어요 

열심히 복용 하겠습니다 피곤함이 어느정도가시길.."
